ID,ControlGroupArea,Panel,OriginInterlocking,OriginSignal,Route,Exit,DestinationPlatform,DestinationLineName,DestinationDirectionOfMoveUpDn,Class,ARS,Notes,OverSetting,PreferredRouteOption,TipLocOriginate,RouteElectrified,OriginPlatform,TipLocDestination,TipLocIntermediate,EntryDateTime,TraversalTimes
639,CAG3,4,TB,S271,R271C2C,S281,1,NULL,Dn,C,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
640,CAG3,4,TB,S271,R271C2M,S281,1,NULL,Dn,M,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,1,2,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
641,CAG3,4,TB,S273,R273AS,STD 129,NULL,NULL,Dn,S,1,TIPLOC: THBDDTE,0,NULL,THBDGS,E,5,THBDDTE,NULL,2020-11-17 11:42:25.737,20
642,CAG3,4,TB,S273,R273BM,S287,NULL,FL,Dn,M,1,NULL,1,NULL,THBDGS,E,5,NULL,NULL,2020-11-17 11:42:25.737,20
643,CAG3,4,TB,S274,R274AM,S268,NULL,FL,Up,M,1,NULL,1,NULL,THBDGS,E,4,NULL,NULL,2020-11-17 11:42:25.737,20
644,CAG3,4,TB,S276,R276AM,S270,NULL,SL,Up,M,1,"Sub-area TBGP3 is tested when setting platform-starter route, however MCS does not show this, unable to split sub-area across tracks in MCS as per original design. Applies to all routes from 276 signal",1,NULL,THBDGS,E,3,NULL,NULL,2020-11-17 11:42:25.737,20
645,CAG3,4,TB,S276,R276BM,S268,NULL,FL,Up,M,1,NULL,1,NULL,THBDGS,E,3,NULL,NULL,2020-11-17 11:42:25.737,20
646,CAG3,4,TB,S277,R277AM,S289,NULL,SL,Dn,M,1,"Sub-area TBGP3 is tested when setting platform-starter route, however MCS does not show this, unable to split sub-area across tracks in MCS as per original design. Applies to all routes from 277 signal",1,NULL,THBDGS,E,3,NULL,NULL,2020-11-17 11:42:25.737,20
647,CAG3,4,TB,S277,R277BS,STD 133,NULL,NULL,Dn,S,1,TIPLOC: THBDUTE; Shunters acceptance,0,NULL,THBDGS,E,3,THBDUTE,NULL,2020-11-17 11:42:25.737,20
648,CAG3,4,TB,S277,R277CS,STD 135,NULL,NULL,Dn,S,1,Shunters acceptance,0,NULL,THBDGS,E,3,THBDTGS,NULL,2020-11-17 11:42:25.737,20
649,CAG3,4,TB,S277,R277DM,S621,NULL,NULL,Dn,M,1,NULL,1,NULL,THBDGS,E,3,NULL,NULL,2020-11-17 11:42:25.737,20
650,CAG3,4,TB,S278,R278AM,S270,NULL,SL,Up,M,1,NULL,1,NULL,THBDGS,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
651,CAG3,4,TB,S278,R278BM,S268,NULL,FL,Up,M,1,NULL,1,NULL,THBDGS,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
652,CAG3,4,TB,S279,R279AM,S289,NULL,SL,Dn,M,1,NULL,1,NULL,THBDGS,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
653,CAG3,4,TB,S279,R279BS,STD 133,NULL,NULL,Dn,S,1,TIPLOC: THBDUTE,0,NULL,THBDGS,E,2,THBDUTE,NULL,2020-11-17 11:42:25.737,20
654,CAG3,4,TB,S279,R279CS,STD 135,NULL,NULL,Dn,S,1,NULL,0,NULL,THBDGS,E,2,THBDTGS,NULL,2020-11-17 11:42:25.737,20
655,CAG3,4,TB,S279,R279DS,STD 131,NULL,NULL,Dn,S,1,Shunters acceptance,0,NULL,THBDGS,E,2,THBDUTE,NULL,2020-11-17 11:42:25.737,20
656,CAG3,4,TB,S279,R279E1M,S621,NULL,NULL,Dn,M,1,NULL,1,1,THBDGS,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
657,CAG3,4,TB,S279,R279E2M,S621,NULL,NULL,Dn,M,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,1,2,THBDGS,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
659,CAG3,4,TB,S280,R280BM,S270,NULL,SL,Up,M,1,NULL,1,NULL,THBDGS,E,1,NULL,NULL,2020-11-17 11:42:25.737,20
660,CAG3,4,TB,S280,R280CM,S268,NULL,FL,Up,M,1,NULL,1,NULL,THBDGS,E,1,NULL,NULL,2020-11-17 11:42:25.737,20
661,CAG3,4,TB,S281,R281AM,S621,NULL,NULL,Dn,M,1,NULL,1,NULL,THBDGS,E,1,NULL,NULL,2020-11-17 11:42:25.737,20
663,CAG3,4,TB,S282,R282AM,S274,4,FL,Up,M,1,NULL,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
664,CAG3,4,TB,S284,R284AC,S278,2,SL,Up,C,1,Cat 5,0,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
665,CAG3,4,TB,S284,R284AM,S278,2,SL,Up,M,1,NULL,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
666,CAG3,4,TB,S284,R284BC,S276,3,SL,Up,C,1,Cat 5,0,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
667,CAG3,4,TB,S284,R284BM,S276,3,SL,Up,M,1,NULL,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
668,CAG3,4,TB,S287,R287AM,S291,NULL,FL,Dn,M,1,NULL,1,NULL,NULL,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
670,CAG3,4,TB,S288,R288BM,S284,NULL,SL,Up,M,1,TIPLOC: THBD288,1,NULL,NULL,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
671,CAG3,4,TB,S289,R289AM,S293,NULL,SL,Dn,M,1,NULL,1,NULL,NULL,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
672,CAG3,4,TB,S294,R294AM,S292,NULL,SL,Up,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
673,CAG3,4,TB,S294,R294BM,S290,NULL,FL,UP,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
674,CAG3,4,TB,S295,R295AM,S299,NULL,NULL,Dn,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
675,CAG3,4,TB,S295,R295BM,S301,NULL,NULL,Dn,M,1,Wrong-line move,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
676,CAG3,4,TB,S296,R296AM,S292,NULL,SL,Up,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
677,CAG3,4,TB,S296,R296BM,S290,NULL,FL,Up,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
678,CAG3,4,TB,S297,R297AM,S299,NULL,NULL,Dn,M,1,NULL,1,NULL,BALCMTJ,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
681,CAG3,4,TB,S620,R620BC,S280,1,NULL,Up,C,1,Cat 5. Route set bits for 622 and 624 to be provided for regulation,0,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
682,CAG3,4,TB,S620,R620BM,S280,1,NULL,Up,M,1,NULL,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
683,CAG3,4,TB,S620,R620BW,S280,1,NULL,Up,W,1,Cat 5,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
684,CAG3,4,TB,S620,R620CC,S278,2,SL,Up,C,1,Cat 5,0,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
685,CAG3,4,TB,S620,R620CM,S278,2,SL,Up,M,1,NULL,1,NULL,NULL,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
686,CAG3,4,TB,S621,R621AM,S625,2,NULL,Dn,M,1,NULL,1,NULL,NULL,E,NULL,CRAWLEY,NULL,2020-11-17 11:42:25.737,20
687,CAG3,4,TB,S622,R622AM,S620,NULL,NULL,Up,M,1,NULL,1,NULL,CRAWLEY,E,1,NULL,NULL,2020-11-17 11:42:25.737,20
688,CAG3,4,TB,S624,R624AM,S620,NULL,NULL,Up,M,1,NULL,1,NULL,CRAWLEY,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
689,CAG3,4,TB,S625,R625AM,S627,NULL,NULL,Dn,M,1,NULL,1,NULL,CRAWLEY,E,2,NULL,NULL,2020-11-17 11:42:25.737,20
690,CAG3,4,TB,S626,R626AM,S622,NULL,NULL,Up,M,1,NULL,1,NULL,NULL,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
693,CAG3,4,GA,S1161,R1161BSNP,S243,5,FL,Dn,SNP,1,"#2 New Berth 1161 to be provided, to be a dual berth with 0240",0,NULL,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
695,CAG3,4,GA,S1161,R1161C1SNP,S247,3,SL,Dn,SNP,1,"#2 New Berth 1161 to be provided, to be a dual berth with 0240",0,1,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
697,CAG3,4,GA,S1161,R1161C2SNP,S247,3,SL,Dn,SNP,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
699,CAG3,4,GA,S1161,R1161C3SNP,S247,3,SL,Dn,SNP,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,3,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
701,CAG3,4,GA,S1161,R1161D1SNP,S249,2,SL,Dn,SNP,1,"#2 New Berth 1161 to be provided, to be a dual berth with 0240",0,1,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
703,CAG3,4,GA,S1161,R1161D2SNP,S249,2,SL,Dn,SNP,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
705,CAG3,4,GA,S1161,R1161D3SNP,S249,2,SL,Dn,SNP,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,3,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
707,CAG3,4,GA,S1161,R1161ESNP,S251,1,NULL,Dn,SNP,1,"#2 New Berth 1161 to be provided, to be a dual berth with 0240",0,NULL,GTWK116,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
709,CAG3,4,GA,S1165,R1165ASNP,S247,3,SL,Dn,SNP,1,"#2 New Berth 1165 to be provided, to be a dual berth with 0242",0,NULL,GTWK165,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
711,CAG3,4,GA,S1165,R1165BSNP,S249,2,SL,Dn,SNP,1,"#2 New Berth 1165 to be provided, to be a dual berth with 0242",0,NULL,GTWK165,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
713,CAG3,4,GA,S1165,R1165CSNP,S251,1,NULL,Dn,SNP,1,"#2 New Berth 1165 to be provided, to be a dual berth with 0242",0,NULL,GTWK165,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
717,CAG3,4,GA,S1168,R1168ASNP,S246,5,FL,Up,SNP,1,"#2 New Berth 1168 to be provided, to be a dual berth with 0253",0,NULL,GTWK168,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
719,CAG3,4,GA,S1168,R1168BSNP,S244,6,NULL,Up,SNP,1,"#2 New Berth 1168 to be provided, to be a dual berth with 0253",0,NULL,GTWK168,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
721,CAG3,4,GA,S1170,R1170ASNP,S254,1,NULL,Up,SNP,1,NULL,0,NULL,GTWKCH3,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
723,CAG3,4,GA,S1170,R1170BSNP,S252,2,SL,Up,SNP,1,NULL,0,NULL,GTWKCH3,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
725,CAG3,4,GA,S1170,R1170CSNP,S250,3,SL,Up,SNP,1,NULL,0,NULL,GTWKCH3,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
727,CAG3,4,GA,S1172,R1172ASNP,S254,1,NULL,Up,SNP,1,NULL,0,NULL,GTWKCH2,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
729,CAG3,4,GA,S1172,R1172BSNP,S252,2,SL,Up,SNP,1,NULL,0,NULL,GTWKCH2,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
731,CAG3,4,GA,S1172,R1172CSNP,S250,3,SL,Up,SNP,1,NULL,0,NULL,GTWKCH2,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
733,CAG3,4,GA,S1174,R1174ASNP,S254,1,NULL,Up,SNP,1,NULL,0,NULL,GTWKACS,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
735,CAG3,4,GA,S1174,R1174BSNP,S252,2,SL,Up,SNP,1,NULL,0,NULL,GTWKACS,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
737,CAG3,4,GA,S1174,R1174CSNP,S250,3,SL,Up,SNP,1,NULL,0,NULL,GTWKACS,E,NULL,GTWK,NULL,2020-11-17 11:42:25.737,20
742,CAG3,4,TB,S1182,R1182AS,S1179,NULL,NULL,Up,S,1,NULL,0,NULL,THBD737,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
743,CAG3,4,TB,S1182,R1182BS,S266,NULL,SL,Up,S,1,"#2 New Berth 1182 to be provided, to be a dual berth with 0271",0,NULL,THBD737,E,NULL,NULL,NULL,2020-11-17 11:42:25.737,20
745,CAG3,4,TB,S1183,R1183BS,S277,3,SL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL3,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
746,CAG3,4,TB,S1183,R1183CS,S279,2,SL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL3,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
747,CAG3,4,TB,S1183,R1183DS,S281,1,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to set permissive route message to remind signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,THBDPL3,E,NULL,THBDGS,NULL,2020-11-17 11:42:25.737,20
